split,path,label_idx,label,kmeans_cluster,gmm_cluster,main_cluster,dim1,dim2
train,/content/bostongene_project/image_classification_project/data/processed/train/Impressionism/alfred-sisley_view-of-montmartre-from-the-cite-des-fleurs-1869.jpg,2,Impressionism,4,6,4,1.4861436,2.7588756
train,/content/bostongene_project/image_classification_project/data/processed/train/Impressionism/amrita-sher-gil_two-elephants-1940.jpg,2,Impressionism,5,1,5,0.92036325,-1.2066531
train,/content/bostongene_project/image_classification_project/data/processed/train/Impressionism/arkhip-kuindzhi_forest.jpg,2,Impressionism,5,1,5,3.2805731,0.29084393
train,/content/bostongene_project/image_classification_project/data/processed/train/Impressionism/auguste-rodin_torso.jpg,2,Impressionism,0,5,0,-3.7723289,2.6844623
train,/content/bostongene_project/image_classification_project/data/processed/train/Impressionism/bela-czobel_venus-of-szentendre-1968.jpg,2,Impressionism,2,7,2,1.3838196,-0.6439377
train,/content/bostongene_project/image_classification_project/data/processed/train/Impressionism/berthe-morisot_the-piano.jpg,2,Impressionism,7,2,7,-0.325528,2.1592615
train,/content/bostongene_project/image_classification_project/data/processed/train/Impressionism/camille-pissarro_peasant-women-planting-stakes-1891.jpg,2,Impressionism,4,7,4,-0.39441857,-1.1144494
train,/content/bostongene_project/image_classification_project/data/processed/train/Impressionism/camille-pissarro_the-backwoods-of-l-hermitage-pontoise-1879.jpg,2,Impressionism,5,1,5,1.811866,0.46650356
train,/content/bostongene_project/image_classification_project/data/processed/train/Impressionism/camille-pissarro_the-climbing-path-l-hermitage-1877.jpg,2,Impressionism,4,7,4,1.5882192,0.52877265
train,/content/bostongene_project/image_classification_project/data/processed/train/Impressionism/carlos-botelho_lisbon-1962.jpg,2,Impressionism,7,2,7,0.25534573,2.4260628
train,/content/bostongene_project/image_classification_project/data/processed/train/Impressionism/childe-hassam_in-the-garden-1889.jpg,2,Impressionism,2,7,2,-0.13612996,0.56717736
train,/content/bostongene_project/image_classification_project/data/processed/train/Impressionism/claude-monet_belle-ile-rain-effect.jpg,2,Impressionism,7,3,7,1.004054,2.042828
train,/content/bostongene_project/image_classification_project/data/processed/train/Impressionism/claude-monet_flowers-in-a-pot.jpg,2,Impressionism,2,7,2,0.3251445,0.26642781
train,/content/bostongene_project/image_classification_project/data/processed/train/Impressionism/claude-monet_garden-at-sainte-adresse.jpg,2,Impressionism,4,6,4,1.5021551,2.2591882
train,/content/bostongene_project/image_classification_project/data/processed/train/Impressionism/claude-monet_general-view-of-rouen-from-st-catherines-bank.jpg,2,Impressionism,4,6,4,1.9773859,2.3280377
train,/content/bostongene_project/image_classification_project/data/processed/train/Impressionism/claude-monet_houses-in-the-snow-norway.jpg,2,Impressionism,1,0,1,-1.1846231,2.3694339
train,/content/bostongene_project/image_classification_project/data/processed/train/Impressionism/claude-monet_ice-on-the-siene-at-bennecourt.jpg,2,Impressionism,7,2,7,-0.4134959,2.0552201
train,/content/bostongene_project/image_classification_project/data/processed/train/Impressionism/claude-monet_irises-3-1917.jpg,2,Impressionism,7,2,7,0.07683432,-0.13432747
train,/content/bostongene_project/image_classification_project/data/processed/train/Impressionism/claude-monet_poplars-four-trees.jpg,2,Impressionism,4,6,4,1.3670901,2.8976793
train,/content/bostongene_project/image_classification_project/data/processed/train/Impressionism/claude-monet_seascape-night-effect.jpg,2,Impressionism,5,1,5,3.074774,0.6090679
train,/content/bostongene_project/image_classification_project/data/processed/train/Impressionism/claude-monet_the-church-at-varengeville-1882.jpg,2,Impressionism,4,7,4,1.8507911,1.5316215
train,/content/bostongene_project/image_classification_project/data/processed/train/Impressionism/claude-monet_the-coastguard-cabin-at-varengeville.jpg,2,Impressionism,7,2,7,1.1690193,1.766795
train,/content/bostongene_project/image_classification_project/data/processed/train/Impressionism/claude-monet_the-needle-of-etretat-low-tide.jpg,2,Impressionism,7,6,7,1.70245,2.8418698
train,/content/bostongene_project/image_classification_project/data/processed/train/Impressionism/claude-monet_the-nets-1882.jpg,2,Impressionism,4,6,4,1.5292795,1.9790467
train,/content/bostongene_project/image_classification_project/data/processed/train/Impressionism/claude-monet_the-road-to-monte-carlo.jpg,2,Impressionism,7,2,7,1.0138568,1.8343501
train,/content/bostongene_project/image_classification_project/data/processed/train/Impressionism/claude-monet_water-lilies-2.jpg,2,Impressionism,5,1,5,2.4270403,0.22685
train,/content/bostongene_project/image_classification_project/data/processed/train/Impressionism/claude-monet_water-lilies-35.jpg,2,Impressionism,0,5,0,-3.3244355,2.4852934
train,/content/bostongene_project/image_classification_project/data/processed/train/Impressionism/claude-monet_winter-on-the-seine-lavacourt-1880.jpg,2,Impressionism,7,2,7,0.14296125,2.1113212
train,/content/bostongene_project/image_classification_project/data/processed/train/Impressionism/constantin-artachino_yellow-roses.jpg,2,Impressionism,5,1,5,3.0326736,-1.0577272
train,/content/bostongene_project/image_classification_project/data/processed/train/Impressionism/constantine-maleas_maleas.jpg,2,Impressionism,2,2,2,-0.86743355,0.63583857
train,/content/bostongene_project/image_classification_project/data/processed/train/Impressionism/constantine-maleas_wheel-well.jpg,2,Impressionism,4,7,4,-0.44723257,-0.80840325
train,/content/bostongene_project/image_classification_project/data/processed/train/Impressionism/david-burliuk_autumn-pond.jpg,2,Impressionism,7,2,7,0.8567214,2.558374
train,/content/bostongene_project/image_classification_project/data/processed/train/Impressionism/david-burliuk_forest-pathway.jpg,2,Impressionism,2,7,2,1.3398116,1.0432801
train,/content/bostongene_project/image_classification_project/data/processed/train/Impressionism/david-burliuk_in-the-harbour.jpg,2,Impressionism,7,2,7,0.7363711,1.559452
train,/content/bostongene_project/image_classification_project/data/processed/train/Impressionism/david-burliuk_japanese-forest-landscape.jpg,2,Impressionism,4,3,4,-0.1541069,-0.9054311
train,/content/bostongene_project/image_classification_project/data/processed/train/Impressionism/david-burliuk_still-life-with-a-jug-1930.jpg,2,Impressionism,2,7,2,0.9302695,0.70634085
train,/content/bostongene_project/image_classification_project/data/processed/train/Impressionism/edouard-cortes_view-of-the-street-rivoli-and-notre-dame.jpg,2,Impressionism,4,6,4,1.7930915,1.4009181
train,/content/bostongene_project/image_classification_project/data/processed/train/Impressionism/edouard-manet_lilac-and-roses-1883.jpg,2,Impressionism,3,1,3,3.1751513,-1.1526793
train,/content/bostongene_project/image_classification_project/data/processed/train/Impressionism/eduardo-viana_composi-o-1947.jpg,2,Impressionism,4,3,4,2.6440115,0.12099089
train,/content/bostongene_project/image_classification_project/data/processed/train/Impressionism/egon-schiele_sailing-boat-with-reflection-in-the-water-1908.jpg,2,Impressionism,5,1,5,1.3956298,-1.3101583
train,/content/bostongene_project/image_classification_project/data/processed/train/Impressionism/emily-carr_forest-british-columbia-1932.jpg,2,Impressionism,5,1,5,3.5688791,-0.3567146
train,/content/bostongene_project/image_classification_project/data/processed/train/Impressionism/emily-carr_reforestation-1936.jpg,2,Impressionism,5,7,5,-0.063640535,-0.8175571
train,/content/bostongene_project/image_classification_project/data/processed/train/Impressionism/eugene-boudin_bordeaux-a-cargonne-larmont.jpg,2,Impressionism,7,2,7,0.90475786,2.6288736
train,/content/bostongene_project/image_classification_project/data/processed/train/Impressionism/eugene-boudin_cows-near-the-toques.jpg,2,Impressionism,5,1,5,2.0007067,2.5630028
train,/content/bostongene_project/image_classification_project/data/processed/train/Impressionism/eugene-boudin_the-port-of-trouville-low-tide-1897.jpg,2,Impressionism,7,6,7,1.5744381,2.6799612
train,/content/bostongene_project/image_classification_project/data/processed/train/Impressionism/eugene-boudin_the-shore-at-tourgeville-1893.jpg,2,Impressionism,7,2,7,0.41411656,2.2724826
train,/content/bostongene_project/image_classification_project/data/processed/train/Impressionism/felix-vallotton_the-bath-summer-evening-1892.jpg,2,Impressionism,7,3,7,-0.38220114,1.7712859
train,/content/bostongene_project/image_classification_project/data/processed/train/Impressionism/felix-vallotton_trinity-of-the-mount-1913.jpg,2,Impressionism,4,3,4,1.9791319,1.6208872
train,/content/bostongene_project/image_classification_project/data/processed/train/Impressionism/ferdinand-hodler_lake-geneva-from-chexbres.jpg,2,Impressionism,7,2,7,1.0751977,2.57277
train,/content/bostongene_project/image_classification_project/data/processed/train/Impressionism/ferdynand-ruszczyc_ostatnie-niegi-1899.jpg,2,Impressionism,5,7,5,0.33745047,0.78573203
train,/content/bostongene_project/image_classification_project/data/processed/train/Impressionism/frits-thaulow_an-orchard-on-the-banks-of-a-river.jpg,2,Impressionism,2,7,2,1.9509368,-0.44672814
train,/content/bostongene_project/image_classification_project/data/processed/train/Impressionism/george-pemba_lesotho-landscape-1944.jpg,2,Impressionism,2,2,2,-0.3436295,0.75775594
train,/content/bostongene_project/image_classification_project/data/processed/train/Impressionism/georges-seurat_peasants-driving-stakes-1882.jpg,2,Impressionism,2,2,2,0.53462195,2.1430244
train,/content/bostongene_project/image_classification_project/data/processed/train/Impressionism/georges-seurat_three-men-seated-1884.jpg,2,Impressionism,2,7,2,0.91959494,1.1525873
train,/content/bostongene_project/image_classification_project/data/processed/train/Impressionism/grace-cossington-smith_sunny-morning-cows-at-lanyon-1916.jpg,2,Impressionism,2,7,2,-0.4395858,-0.7150591
train,/content/bostongene_project/image_classification_project/data/processed/train/Impressionism/grace-cossington-smith_the-gully-1928.jpg,2,Impressionism,7,3,7,0.557414,1.1953807
train,/content/bostongene_project/image_classification_project/data/processed/train/Impressionism/gustave-caillebotte_garden-at-yerres.jpg,2,Impressionism,2,7,2,1.6574097,-0.6893986
train,/content/bostongene_project/image_classification_project/data/processed/train/Impressionism/gustave-loiseau_in-the-mountains.jpg,2,Impressionism,6,5,6,-0.62096554,4.24798
train,/content/bostongene_project/image_classification_project/data/processed/train/Impressionism/gustave-loiseau_port-of-dieppe.jpg,2,Impressionism,7,2,7,0.03425028,2.1480384
train,/content/bostongene_project/image_classification_project/data/processed/train/Impressionism/gustave-loiseau_saint-cyr-du-vaudreuil.jpg,2,Impressionism,7,6,7,1.2501153,2.324813
train,/content/bostongene_project/image_classification_project/data/processed/train/Impressionism/gustave-loiseau_the-auxerre-cathedral.jpg,2,Impressionism,7,7,7,-0.039572015,0.013582067
train,/content/bostongene_project/image_classification_project/data/processed/train/Impressionism/guy-rose_the-old-bridge-france-1910.jpg,2,Impressionism,2,3,2,0.038743794,-0.50575334
train,/content/bostongene_project/image_classification_project/data/processed/train/Impressionism/guy-rose_the-valley-of-the-seine-1910.jpg,2,Impressionism,1,0,1,1.1041353,2.5709317
train,/content/bostongene_project/image_classification_project/data/processed/train/Impressionism/henri-edmond-cross_landscape-with-stars-1908.jpg,2,Impressionism,7,2,7,4.0852256,1.5354745
train,/content/bostongene_project/image_classification_project/data/processed/train/Impressionism/henri-martin_saint-cirq-lapopie-1929.jpg,2,Impressionism,4,6,4,-0.53337014,-0.7638072
train,/content/bostongene_project/image_classification_project/data/processed/train/Impressionism/henri-martin_the-cirque.jpg,2,Impressionism,2,2,2,0.3111352,0.88522834
train,/content/bostongene_project/image_classification_project/data/processed/train/Impressionism/henri-matisse_the-pot-saint-michel-in-paris-1900.jpg,2,Impressionism,4,6,4,1.3952098,2.2925637
train,/content/bostongene_project/image_classification_project/data/processed/train/Impressionism/hoca-ali-riza_sanat-detay.jpg,2,Impressionism,2,7,2,1.3505632,0.78468996
train,/content/bostongene_project/image_classification_project/data/processed/train/Impressionism/hoca-ali-riza_unknown-title-2.jpg,2,Impressionism,1,0,1,-0.35868818,3.6610591
train,/content/bostongene_project/image_classification_project/data/processed/train/Impressionism/ion-andreescu_peasant-hut.jpg,2,Impressionism,4,5,4,1.6153471,1.6817434
train,/content/bostongene_project/image_classification_project/data/processed/train/Impressionism/ion-theodorescu-sion_boats-1927.jpg,2,Impressionism,1,6,1,1.4271071,2.9544938
train,/content/bostongene_project/image_classification_project/data/processed/train/Impressionism/ion-theodorescu-sion_still-life-with-grapes-and-apples-1934.jpg,2,Impressionism,2,2,2,-1.0436679,1.6657768
train,/content/bostongene_project/image_classification_project/data/processed/train/Impressionism/iosif-iser_paris-mouffetard-street.jpg,2,Impressionism,0,7,0,-2.9976702,1.841306
train,/content/bostongene_project/image_classification_project/data/processed/train/Impressionism/irma-stern_still-life-with-antirrhinums-1963.jpg,2,Impressionism,3,4,3,4.3117666,-1.499546
train,/content/bostongene_project/image_classification_project/data/processed/train/Impressionism/isaac-levitan_lake-evening.jpg,2,Impressionism,7,2,7,0.029453596,1.7412676
train,/content/bostongene_project/image_classification_project/data/processed/train/Impressionism/ivan-albright_view-from-room-603-watergate-washington-d-c-1974.jpg,2,Impressionism,7,7,7,0.28444803,1.3285518
train,/content/bostongene_project/image_classification_project/data/processed/train/Impressionism/joaqu-n-sorolla_after-bathing-valencia-1908.jpg,2,Impressionism,1,0,1,-1.5691037,1.4262068
train,/content/bostongene_project/image_classification_project/data/processed/train/Impressionism/joaqu-n-sorolla_another-margarita-1892.jpg,2,Impressionism,5,1,5,1.6826777,-0.626937
train,/content/bostongene_project/image_classification_project/data/processed/train/Impressionism/joaqu-n-sorolla_chumberas-study.jpg,2,Impressionism,4,6,4,0.7170857,2.8132813
train,/content/bostongene_project/image_classification_project/data/processed/train/Impressionism/joaqu-n-sorolla_herding-geese-in-the-asturias-1903.jpg,2,Impressionism,5,1,5,2.716093,0.710116
train,/content/bostongene_project/image_classification_project/data/processed/train/Impressionism/joaqu-n-sorolla_the-waterwheel-javea-1900.jpg,2,Impressionism,6,5,6,-1.0656352,4.0888515
train,/content/bostongene_project/image_classification_project/data/processed/train/Impressionism/john-henry-twachtman_french-river-scene.jpg,2,Impressionism,1,0,1,-1.6869138,2.1479511
train,/content/bostongene_project/image_classification_project/data/processed/train/Impressionism/john-henry-twachtman_from-the-upper-terrace-1897.jpg,2,Impressionism,4,5,4,-0.09990766,3.6108792
train,/content/bostongene_project/image_classification_project/data/processed/train/Impressionism/john-henry-twachtman_san-trovaso-square-venice.jpg,2,Impressionism,4,6,4,2.2659006,1.2937777
train,/content/bostongene_project/image_classification_project/data/processed/train/Impressionism/john-marin_the-sea-1923.jpg,2,Impressionism,6,5,6,-0.4621091,3.9631064
train,/content/bostongene_project/image_classification_project/data/processed/train/Impressionism/john-singer-sargent_fishing-for-oysters-at-cancale-1878.jpg,2,Impressionism,2,7,2,0.6585848,2.2135725
train,/content/bostongene_project/image_classification_project/data/processed/train/Impressionism/john-singer-sargent_roman-architecture.jpg,2,Impressionism,2,3,2,2.212737,-1.1426739
train,/content/bostongene_project/image_classification_project/data/processed/train/Impressionism/julian-alden-weir_mother-and-child.jpg,2,Impressionism,2,7,2,-0.37632623,0.16291212
train,/content/bostongene_project/image_classification_project/data/processed/train/Impressionism/julian-alden-weir_still-life-with-flowers.jpg,2,Impressionism,5,1,5,3.4033678,-0.2677036
train,/content/bostongene_project/image_classification_project/data/processed/train/Impressionism/julian-alden-weir_the-laundry-branchville.jpg,2,Impressionism,2,3,2,0.89686054,-0.47020847
train,/content/bostongene_project/image_classification_project/data/processed/train/Impressionism/karl-edvard-diriks_piperviksbakken.jpg,2,Impressionism,7,2,7,-0.15811224,1.3489014
train,/content/bostongene_project/image_classification_project/data/processed/train/Impressionism/kazuo-nakamura_blue-reflections-1963.jpg,2,Impressionism,6,5,6,-0.505725,4.050073
train,/content/bostongene_project/image_classification_project/data/processed/train/Impressionism/konstantin-korovin_sevastopol-in-the-evening-1915.jpg,2,Impressionism,7,2,7,0.3987232,1.930326
train,/content/bostongene_project/image_classification_project/data/processed/train/Impressionism/konstantin-korovin_still-life-with-blue-vase-1922.jpg,2,Impressionism,5,7,5,1.8732578,-0.034535974
train,/content/bostongene_project/image_classification_project/data/processed/train/Impressionism/konstantin-korovin_the-bridge-at-the-mill-1908.jpg,2,Impressionism,2,7,2,0.95555717,1.8301948
train,/content/bostongene_project/image_classification_project/data/processed/train/Impressionism/konstantin-korovin_the-port-in-marseilles.jpg,2,Impressionism,2,7,2,0.59158075,-1.2428156
train,/content/bostongene_project/image_classification_project/data/processed/train/Impressionism/konstantinos-volanakis_1876.jpg,2,Impressionism,4,6,4,1.9373865,2.0467794
train,/content/bostongene_project/image_classification_project/data/processed/train/Impressionism/lajos-tihanyi_forest-landscape-1911.jpg,2,Impressionism,5,1,5,1.625039,0.45591915
train,/content/bostongene_project/image_classification_project/data/processed/train/Impressionism/laszlo-mednyanszky_burring-brook.jpg,2,Impressionism,5,1,5,2.807363,0.019040804
train,/content/bostongene_project/image_classification_project/data/processed/train/Impressionism/martiros-saryan_flowers-a-nook-of-the-garden-1940.jpg,2,Impressionism,4,6,4,1.5215536,1.5689478
train,/content/bostongene_project/image_classification_project/data/processed/train/Impressionism/mary-fedden_peacock-feather-still-life-2009.jpg,2,Impressionism,4,6,4,-0.13874477,-1.2205201
train,/content/bostongene_project/image_classification_project/data/processed/train/Impressionism/maurice-denis_bathsheeba-blue-background.jpg,2,Impressionism,7,2,7,-0.765718,2.0505946
train,/content/bostongene_project/image_classification_project/data/processed/train/Impressionism/maurice-prendergast_children-at-the-beach.jpg,2,Impressionism,7,2,7,0.6433542,1.2204978
train,/content/bostongene_project/image_classification_project/data/processed/train/Impressionism/maurice-utrillo_church-at-villiers-le-bel.jpg,2,Impressionism,2,7,2,0.9794233,1.5425756
train,/content/bostongene_project/image_classification_project/data/processed/train/Impressionism/maurice-utrillo_place-pigalle.jpg,2,Impressionism,4,6,4,1.9465572,1.8168434
train,/content/bostongene_project/image_classification_project/data/processed/train/Impressionism/maxime-maufra_belle-ile-en-mer.jpg,2,Impressionism,4,6,4,1.4904495,2.4346454
train,/content/bostongene_project/image_classification_project/data/processed/train/Impressionism/menez_sem-t-tulo-1987.jpg,2,Impressionism,2,7,2,1.0978897,0.58333176
train,/content/bostongene_project/image_classification_project/data/processed/train/Impressionism/mikhail-nesterov_small-house-in-ufa-1884.jpg,2,Impressionism,4,6,4,2.3591807,1.359883
train,/content/bostongene_project/image_classification_project/data/processed/train/Impressionism/mikhail-nesterov_spring-1901.jpg,2,Impressionism,4,7,4,1.5143634,1.4132309
train,/content/bostongene_project/image_classification_project/data/processed/train/Impressionism/nassos-daphnis_tree-peony-1941.jpg,2,Impressionism,3,3,3,2.4206161,0.7489081
train,/content/bostongene_project/image_classification_project/data/processed/train/Impressionism/nikolay-bogdanov-belsky_reading-a-book.jpg,2,Impressionism,5,3,5,2.4607978,0.12634218
train,/content/bostongene_project/image_classification_project/data/processed/train/Impressionism/octav-bancila_r-ncu-ntre-vii.jpg,2,Impressionism,5,7,5,1.7627603,-0.39711407
train,/content/bostongene_project/image_classification_project/data/processed/train/Impressionism/panayiotis-tetsis_landscape-2.jpg,2,Impressionism,5,1,5,3.288784,0.058665782
train,/content/bostongene_project/image_classification_project/data/processed/train/Impressionism/panayiotis-tetsis_slain-1955.jpg,2,Impressionism,2,7,2,1.379413,-0.55687374
train,/content/bostongene_project/image_classification_project/data/processed/train/Impressionism/paul-cezanne_bathers.jpg,2,Impressionism,6,5,6,-0.54203904,4.2862887
train,/content/bostongene_project/image_classification_project/data/processed/train/Impressionism/paul-cezanne_plain-by-mont-sainte-victoire.jpg,2,Impressionism,6,5,6,-0.65335155,4.2986717
train,/content/bostongene_project/image_classification_project/data/processed/train/Impressionism/paul-cezanne_still-life-with-apples-1894.jpg,2,Impressionism,5,1,5,1.4437826,-0.120554745
train,/content/bostongene_project/image_classification_project/data/processed/train/Impressionism/paul-cezanne_still-life-with-bottle-and-apple-basket-1894.jpg,2,Impressionism,2,2,2,0.5596028,0.63428056
train,/content/bostongene_project/image_classification_project/data/processed/train/Impressionism/paul-cezanne_still-life-with-carafe-sugar-bowl-bottle-pommegranates-and-watermelon.jpg,2,Impressionism,6,5,6,-0.9830206,3.9768891
train,/content/bostongene_project/image_classification_project/data/processed/train/Impressionism/paul-cezanne_the-trees-of-jas-de-bouffan-1876.jpg,2,Impressionism,4,3,4,1.9745294,2.0813093
train,/content/bostongene_project/image_classification_project/data/processed/train/Impressionism/paul-gauguin_fisherman-and-bathers-on-the-aven-1888.jpg,2,Impressionism,2,7,2,1.9201399,-0.39280778
train,/content/bostongene_project/image_classification_project/data/processed/train/Impressionism/paul-gauguin_fruit-1886.jpg,2,Impressionism,6,5,6,-3.7936542,2.7751827
train,/content/bostongene_project/image_classification_project/data/processed/train/Impressionism/paul-gauguin_red-roof-by-the-water-1885.jpg,2,Impressionism,2,7,2,1.6427132,-0.14296898
train,/content/bostongene_project/image_classification_project/data/processed/train/Impressionism/paul-gauguin_still-life-with-cherries-1886.jpg,2,Impressionism,2,3,2,1.222069,0.08776751
train,/content/bostongene_project/image_classification_project/data/processed/train/Impressionism/paul-gauguin_still-life-with-peaches-1889.jpg,2,Impressionism,5,1,5,2.2427254,-0.014466093
train,/content/bostongene_project/image_classification_project/data/processed/train/Impressionism/paul-gauguin_the-vase-of-nasturtiums-1886.jpg,2,Impressionism,4,1,4,2.0210328,1.0429876
train,/content/bostongene_project/image_classification_project/data/processed/train/Impressionism/paul-gauguin_view-of-the-beach-at-bellangenai-1889.jpg,2,Impressionism,4,6,4,0.42777634,2.8392534
train,/content/bostongene_project/image_classification_project/data/processed/train/Impressionism/pierre-auguste-renoir_flowers-in-a-green-vase-dahlilas-and-asters.jpg,2,Impressionism,5,7,5,1.0073643,-1.3127966
train,/content/bostongene_project/image_classification_project/data/processed/train/Impressionism/pierre-auguste-renoir_landscape.jpg,2,Impressionism,2,2,2,-0.2826818,1.6095343
train,/content/bostongene_project/image_classification_project/data/processed/train/Impressionism/pierre-auguste-renoir_medlar-trees-cagnes-1908.jpg,2,Impressionism,2,7,2,0.45173883,1.5239383
train,/content/bostongene_project/image_classification_project/data/processed/train/Impressionism/pierre-bonnard_red-roofs-in-cannet-1942.jpg,2,Impressionism,4,7,4,1.4890703,-0.13782755
train,/content/bostongene_project/image_classification_project/data/processed/train/Impressionism/pyotr-konchalovsky_bakhchisarai-khan-s-palace-1930-1.jpg,2,Impressionism,2,7,2,0.09249869,1.0186603
train,/content/bostongene_project/image_classification_project/data/processed/train/Impressionism/pyotr-konchalovsky_still-life-the-green-glass-1933.jpg,2,Impressionism,4,7,4,1.4774734,1.6582215
train,/content/bostongene_project/image_classification_project/data/processed/train/Impressionism/pyotr-konchalovsky_tulips-1908.jpg,2,Impressionism,1,0,1,-1.1031914,2.2042382
train,/content/bostongene_project/image_classification_project/data/processed/train/Impressionism/raoul-dufy_the-port-of-martigues.jpg,2,Impressionism,7,3,7,1.3031262,1.4850839
train,/content/bostongene_project/image_classification_project/data/processed/train/Impressionism/raoul-dufy_view-of-sainte-adresse.jpg,2,Impressionism,7,3,7,2.620224,0.9543491
train,/content/bostongene_project/image_classification_project/data/processed/train/Impressionism/robert-julian-onderdonk_road-to-the-hills-1918.jpg,2,Impressionism,7,3,7,1.0946286,1.6864414
train,/content/bostongene_project/image_classification_project/data/processed/train/Impressionism/robert-julian-onderdonk_snow-near-the-cave-central-park-new-york-1902.jpg,2,Impressionism,7,3,7,-0.5452523,1.7694771
train,/content/bostongene_project/image_classification_project/data/processed/train/Impressionism/salvador-dali_bouquet-l-important-c-est-la-rose.jpg,2,Impressionism,2,2,2,-0.32854077,0.83048534
train,/content/bostongene_project/image_classification_project/data/processed/train/Impressionism/samuel-mutzner_efect-de-nserare-pe-lac.jpg,2,Impressionism,7,2,7,0.5855981,1.5566202
train,/content/bostongene_project/image_classification_project/data/processed/train/Impressionism/samuel-mutzner_peisaj-din-corsica-ajaccio-1929.jpg,2,Impressionism,4,6,4,1.3621671,2.60348
train,/content/bostongene_project/image_classification_project/data/processed/train/Impressionism/spyros-papaloukas_arsenal-mount-athos-1935.jpg,2,Impressionism,4,7,4,1.886776,0.122094475
train,/content/bostongene_project/image_classification_project/data/processed/train/Impressionism/stefan-popescu_the-garden-of-finistere-chapel.jpg,2,Impressionism,2,7,2,1.6514466,0.73735857
train,/content/bostongene_project/image_classification_project/data/processed/train/Impressionism/suzanne-valadon_raminou-and-pitcher-with-carnations-1932.jpg,2,Impressionism,2,7,2,1.2316653,-0.34969085
train,/content/bostongene_project/image_classification_project/data/processed/train/Impressionism/theodor-pallady_narcissus-and-lilies-1920.jpg,2,Impressionism,2,2,2,-0.5815878,0.98727834
train,/content/bostongene_project/image_classification_project/data/processed/train/Impressionism/thomas-eakins_boy-reclining.jpg,2,Impressionism,5,1,5,3.6492376,-0.24400285
train,/content/bostongene_project/image_classification_project/data/processed/train/Impressionism/vasile-popescu_table-with-fruits-in-balchik-1938.jpg,2,Impressionism,2,5,2,-0.13382958,2.8515334
train,/content/bostongene_project/image_classification_project/data/processed/train/Impressionism/vilhelms-purvitis_unknown-title.jpg,2,Impressionism,7,7,7,0.7774115,2.2711964
train,/content/bostongene_project/image_classification_project/data/processed/train/Impressionism/vincent-van-gogh_a-meadow-in-the-mountains-1889.jpg,2,Impressionism,2,7,2,1.3936399,0.8639022
train,/content/bostongene_project/image_classification_project/data/processed/train/Impressionism/vincent-van-gogh_interior-of-a-restaurant.jpg,2,Impressionism,7,0,7,-0.28912276,2.475093
train,/content/bostongene_project/image_classification_project/data/processed/train/Impressionism/vincent-van-gogh_landscape-in-the-rain-1890.jpg,2,Impressionism,7,2,7,0.19916253,1.5328168
train,/content/bostongene_project/image_classification_project/data/processed/train/Impressionism/vincent-van-gogh_oleanders-the-hospital-garden-at-saint-remy-1889.jpg,2,Impressionism,2,7,2,-0.8511752,0.67854124
train,/content/bostongene_project/image_classification_project/data/processed/train/Impressionism/vincent-van-gogh_rocky-ground-at-montmajour.jpg,2,Impressionism,1,0,1,-1.2044605,3.652858
train,/content/bostongene_project/image_classification_project/data/processed/train/Impressionism/vincent-van-gogh_the-iris-1889.jpg,2,Impressionism,2,7,2,0.8557228,-0.4340921
train,/content/bostongene_project/image_classification_project/data/processed/train/Impressionism/vincent-van-gogh_the-olive-trees-1888.jpg,2,Impressionism,1,0,1,-0.21998885,3.1516695
train,/content/bostongene_project/image_classification_project/data/processed/train/Impressionism/vincent-van-gogh_the-tarascon-diligence-1888.jpg,2,Impressionism,7,3,7,0.41586697,1.7664423
train,/content/bostongene_project/image_classification_project/data/processed/train/Impressionism/vincent-van-gogh_view-of-saintes-maries-1888.jpg,2,Impressionism,4,6,4,-0.22770879,-1.0294863
train,/content/bostongene_project/image_classification_project/data/processed/train/Impressionism/vincent-van-gogh_wheat-field-with-setting-sun-1888.jpg,2,Impressionism,6,0,6,-0.8579097,3.9782798
train,/content/bostongene_project/image_classification_project/data/processed/train/Impressionism/viorel-marginean_unknown-title-2007.jpg,2,Impressionism,7,2,7,-0.26479128,1.2804291
train,/content/bostongene_project/image_classification_project/data/processed/train/Impressionism/walter-sickert_the-american-1908.jpg,2,Impressionism,5,1,5,3.7067764,-0.58497363
train,/content/bostongene_project/image_classification_project/data/processed/train/Impressionism/willard-metcalf_ebbing-tide-version-two.jpg,2,Impressionism,4,6,4,1.0273205,2.5850186
train,/content/bostongene_project/image_classification_project/data/processed/train/Impressionism/william-james-glackens_twenty-three-fifth-avenue-interior-1910.jpg,2,Impressionism,2,7,2,1.5145253,-1.096816
train,/content/bostongene_project/image_classification_project/data/processed/train/Impressionism/william-merritt-chase_in-washington-park-brooklyn-n-y.jpg,2,Impressionism,2,7,2,-0.57782423,0.8587313
train,/content/bostongene_project/image_classification_project/data/processed/train/Impressionism/william-merritt-chase_the-common-central-park.jpg,2,Impressionism,4,1,4,2.0771525,0.9967304
train,/content/bostongene_project/image_classification_project/data/processed/train/Japonism/edgar-degas_seated-woman-combing-her-hair.jpg,3,Japonism,3,4,3,4.253388,-1.5452524
train,/content/bostongene_project/image_classification_project/data/processed/train/Japonism/georges-lacombe_cliffs-near-camaret.jpg,3,Japonism,2,7,2,0.07617538,0.1769933
train,/content/bostongene_project/image_classification_project/data/processed/train/Japonism/georges-lacombe_the-gray-sea.jpg,3,Japonism,2,7,2,1.3619109,-0.26256
