split,path,label_idx,label,kmeans_cluster,gmm_cluster,main_cluster,dim1,dim2,pca_denoised_cluster,final_cluster,pca_umap_dim1,pca_umap_dim2
train,/content/bostongene_project/image_classification_project/data/processed/train/Impressionism/ferdynand-ruszczyc_ostatnie-niegi-1899.jpg,2,Impressionism,5,7,5,0.33745047,0.78573203,7,7,2.2598085,0.12077785
train,/content/bostongene_project/image_classification_project/data/processed/train/Impressionism/frits-thaulow_an-orchard-on-the-banks-of-a-river.jpg,2,Impressionism,2,7,2,1.9509368,-0.44672814,7,7,3.9311955,-0.3542488
train,/content/bostongene_project/image_classification_project/data/processed/train/Impressionism/george-pemba_lesotho-landscape-1944.jpg,2,Impressionism,2,2,2,-0.3436295,0.75775594,0,0,0.8719621,0.85744
train,/content/bostongene_project/image_classification_project/data/processed/train/Impressionism/georges-seurat_peasants-driving-stakes-1882.jpg,2,Impressionism,2,2,2,0.53462195,2.1430244,0,0,1.0617739,1.143074
train,/content/bostongene_project/image_classification_project/data/processed/train/Impressionism/georges-seurat_three-men-seated-1884.jpg,2,Impressionism,2,7,2,0.91959494,1.1525873,7,7,1.9095662,-0.13698179
train,/content/bostongene_project/image_classification_project/data/processed/train/Impressionism/grace-cossington-smith_sunny-morning-cows-at-lanyon-1916.jpg,2,Impressionism,2,7,2,-0.4395858,-0.7150591,0,0,1.3964782,0.42915863
train,/content/bostongene_project/image_classification_project/data/processed/train/Impressionism/grace-cossington-smith_the-gully-1928.jpg,2,Impressionism,7,3,7,0.557414,1.1953807,7,7,-0.030631779,-1.5136981
train,/content/bostongene_project/image_classification_project/data/processed/train/Impressionism/gustave-caillebotte_garden-at-yerres.jpg,2,Impressionism,2,7,2,1.6574097,-0.6893986,7,7,2.8908103,-0.28618258
train,/content/bostongene_project/image_classification_project/data/processed/train/Impressionism/gustave-loiseau_in-the-mountains.jpg,2,Impressionism,6,5,6,-0.62096554,4.24798,1,1,-2.2790847,2.1865335
train,/content/bostongene_project/image_classification_project/data/processed/train/Impressionism/gustave-loiseau_port-of-dieppe.jpg,2,Impressionism,7,2,7,0.03425028,2.1480384,7,7,-0.38390964,-1.023028
train,/content/bostongene_project/image_classification_project/data/processed/train/Impressionism/gustave-loiseau_saint-cyr-du-vaudreuil.jpg,2,Impressionism,7,6,7,1.2501153,2.324813,6,6,1.3935692,2.3472357
train,/content/bostongene_project/image_classification_project/data/processed/train/Impressionism/gustave-loiseau_the-auxerre-cathedral.jpg,2,Impressionism,7,7,7,-0.039572015,0.013582067,7,7,1.6638892,0.146244
train,/content/bostongene_project/image_classification_project/data/processed/train/Impressionism/guy-rose_the-old-bridge-france-1910.jpg,2,Impressionism,2,3,2,0.038743794,-0.50575334,0,0,2.8228908,-1.0753156
train,/content/bostongene_project/image_classification_project/data/processed/train/Impressionism/guy-rose_the-valley-of-the-seine-1910.jpg,2,Impressionism,1,0,1,1.1041353,2.5709317,4,4,-0.49308422,0.40812826
train,/content/bostongene_project/image_classification_project/data/processed/train/Impressionism/henri-edmond-cross_landscape-with-stars-1908.jpg,2,Impressionism,7,2,7,4.0852256,1.5354745,7,7,6.654094,2.6953151
train,/content/bostongene_project/image_classification_project/data/processed/train/Impressionism/henri-martin_saint-cirq-lapopie-1929.jpg,2,Impressionism,4,6,4,-0.53337014,-0.7638072,6,6,2.119662,1.3697106
train,/content/bostongene_project/image_classification_project/data/processed/train/Impressionism/henri-martin_the-cirque.jpg,2,Impressionism,2,2,2,0.3111352,0.88522834,0,0,0.6574296,0.5084562
train,/content/bostongene_project/image_classification_project/data/processed/train/Impressionism/henri-matisse_the-pot-saint-michel-in-paris-1900.jpg,2,Impressionism,4,6,4,1.3952098,2.2925637,6,6,1.8218555,2.3395095
train,/content/bostongene_project/image_classification_project/data/processed/train/Impressionism/hoca-ali-riza_sanat-detay.jpg,2,Impressionism,2,7,2,1.3505632,0.78468996,0,0,2.543633,-1.5837462
train,/content/bostongene_project/image_classification_project/data/processed/train/Impressionism/hoca-ali-riza_unknown-title-2.jpg,2,Impressionism,1,0,1,-0.35868818,3.6610591,4,4,-1.0122098,2.2426984
train,/content/bostongene_project/image_classification_project/data/processed/train/Impressionism/ion-andreescu_peasant-hut.jpg,2,Impressionism,4,5,4,1.6153471,1.6817434,7,7,0.6877766,2.327144
train,/content/bostongene_project/image_classification_project/data/processed/train/Impressionism/ion-theodorescu-sion_boats-1927.jpg,2,Impressionism,1,6,1,1.4271071,2.9544938,6,6,1.4174657,2.7097125
train,/content/bostongene_project/image_classification_project/data/processed/train/Impressionism/ion-theodorescu-sion_still-life-with-grapes-and-apples-1934.jpg,2,Impressionism,2,2,2,-1.0436679,1.6657768,4,4,0.29578078,1.2752341
train,/content/bostongene_project/image_classification_project/data/processed/train/Impressionism/iosif-iser_paris-mouffetard-street.jpg,2,Impressionism,0,7,0,-2.9976702,1.841306,3,3,2.4951324,0.7056787
train,/content/bostongene_project/image_classification_project/data/processed/train/Impressionism/irma-stern_still-life-with-antirrhinums-1963.jpg,2,Impressionism,3,4,3,4.3117666,-1.499546,5,5,7.0187187,-0.4628613
train,/content/bostongene_project/image_classification_project/data/processed/train/Impressionism/isaac-levitan_lake-evening.jpg,2,Impressionism,7,2,7,0.029453596,1.7412676,7,7,0.15143806,-1.7417231
train,/content/bostongene_project/image_classification_project/data/processed/train/Impressionism/ivan-albright_view-from-room-603-watergate-washington-d-c-1974.jpg,2,Impressionism,7,7,7,0.28444803,1.3285518,7,7,1.7105811,-0.37672237
train,/content/bostongene_project/image_classification_project/data/processed/train/Impressionism/joaqu-n-sorolla_after-bathing-valencia-1908.jpg,2,Impressionism,1,0,1,-1.5691037,1.4262068,4,4,0.07073032,2.0319428
train,/content/bostongene_project/image_classification_project/data/processed/train/Impressionism/joaqu-n-sorolla_another-margarita-1892.jpg,2,Impressionism,5,1,5,1.6826777,-0.626937,7,7,4.3958554,1.0881134
train,/content/bostongene_project/image_classification_project/data/processed/train/Impressionism/joaqu-n-sorolla_chumberas-study.jpg,2,Impressionism,4,6,4,0.7170857,2.8132813,6,6,1.35098,2.1574295
train,/content/bostongene_project/image_classification_project/data/processed/train/Impressionism/joaqu-n-sorolla_herding-geese-in-the-asturias-1903.jpg,2,Impressionism,5,1,5,2.716093,0.710116,5,5,2.8299468,-1.7181678
train,/content/bostongene_project/image_classification_project/data/processed/train/Impressionism/joaqu-n-sorolla_the-waterwheel-javea-1900.jpg,2,Impressionism,6,5,6,-1.0656352,4.0888515,1,1,-2.1255648,2.5953934
train,/content/bostongene_project/image_classification_project/data/processed/train/Impressionism/john-henry-twachtman_french-river-scene.jpg,2,Impressionism,1,0,1,-1.6869138,2.1479511,4,4,-0.3870758,2.4011934
train,/content/bostongene_project/image_classification_project/data/processed/train/Impressionism/john-henry-twachtman_from-the-upper-terrace-1897.jpg,2,Impressionism,4,5,4,-0.09990766,3.6108792,0,0,-0.060062427,0.26818362
train,/content/bostongene_project/image_classification_project/data/processed/train/Impressionism/john-henry-twachtman_san-trovaso-square-venice.jpg,2,Impressionism,4,6,4,2.2659006,1.2937777,6,6,3.371936,1.4657683
train,/content/bostongene_project/image_classification_project/data/processed/train/Impressionism/john-marin_the-sea-1923.jpg,2,Impressionism,6,5,6,-0.4621091,3.9631064,1,1,-2.0073047,2.2043273
train,/content/bostongene_project/image_classification_project/data/processed/train/Impressionism/john-singer-sargent_fishing-for-oysters-at-cancale-1878.jpg,2,Impressionism,2,7,2,0.6585848,2.2135725,0,0,1.5552287,1.4686188
train,/content/bostongene_project/image_classification_project/data/processed/train/Impressionism/john-singer-sargent_roman-architecture.jpg,2,Impressionism,2,3,2,2.212737,-1.1426739,7,7,3.9935927,-0.9213275
train,/content/bostongene_project/image_classification_project/data/processed/train/Impressionism/julian-alden-weir_mother-and-child.jpg,2,Impressionism,2,7,2,-0.37632623,0.16291212,0,0,1.2183545,0.6962177
train,/content/bostongene_project/image_classification_project/data/processed/train/Impressionism/julian-alden-weir_still-life-with-flowers.jpg,2,Impressionism,5,1,5,3.4033678,-0.2677036,7,7,5.8978734,0.99237305
train,/content/bostongene_project/image_classification_project/data/processed/train/Impressionism/julian-alden-weir_the-laundry-branchville.jpg,2,Impressionism,2,3,2,0.89686054,-0.47020847,0,0,2.4416811,-1.8101387
train,/content/bostongene_project/image_classification_project/data/processed/train/Impressionism/karl-edvard-diriks_piperviksbakken.jpg,2,Impressionism,7,2,7,-0.15811224,1.3489014,4,4,-0.042156443,-0.29365268
train,/content/bostongene_project/image_classification_project/data/processed/train/Impressionism/kazuo-nakamura_blue-reflections-1963.jpg,2,Impressionism,6,5,6,-0.505725,4.050073,1,1,-1.8515798,2.3414617
train,/content/bostongene_project/image_classification_project/data/processed/train/Impressionism/konstantin-korovin_sevastopol-in-the-evening-1915.jpg,2,Impressionism,7,2,7,0.3987232,1.930326,7,7,0.18490115,-0.8238051
train,/content/bostongene_project/image_classification_project/data/processed/train/Impressionism/konstantin-korovin_still-life-with-blue-vase-1922.jpg,2,Impressionism,5,7,5,1.8732578,-0.034535974,7,7,2.3732138,-0.34891045
train,/content/bostongene_project/image_classification_project/data/processed/train/Impressionism/konstantin-korovin_the-bridge-at-the-mill-1908.jpg,2,Impressionism,2,7,2,0.95555717,1.8301948,0,0,0.65449053,0.22766091
train,/content/bostongene_project/image_classification_project/data/processed/train/Impressionism/konstantin-korovin_the-port-in-marseilles.jpg,2,Impressionism,2,7,2,0.59158075,-1.2428156,7,7,2.7802994,1.1072897
train,/content/bostongene_project/image_classification_project/data/processed/train/Impressionism/konstantinos-volanakis_1876.jpg,2,Impressionism,4,6,4,1.9373865,2.0467794,6,6,1.6354301,2.1161106
train,/content/bostongene_project/image_classification_project/data/processed/train/Impressionism/lajos-tihanyi_forest-landscape-1911.jpg,2,Impressionism,5,1,5,1.625039,0.45591915,7,7,4.599939,0.490047
train,/content/bostongene_project/image_classification_project/data/processed/train/Impressionism/laszlo-mednyanszky_burring-brook.jpg,2,Impressionism,5,1,5,2.807363,0.019040804,7,7,4.5441813,-0.27881736
train,/content/bostongene_project/image_classification_project/data/processed/train/Impressionism/martiros-saryan_flowers-a-nook-of-the-garden-1940.jpg,2,Impressionism,4,6,4,1.5215536,1.5689478,6,6,2.4329543,1.5450611
train,/content/bostongene_project/image_classification_project/data/processed/train/Impressionism/mary-fedden_peacock-feather-still-life-2009.jpg,2,Impressionism,4,6,4,-0.13874477,-1.2205201,6,6,2.349793,2.178758
train,/content/bostongene_project/image_classification_project/data/processed/train/Impressionism/maurice-denis_bathsheeba-blue-background.jpg,2,Impressionism,7,2,7,-0.765718,2.0505946,4,4,-1.1884534,0.33171922
train,/content/bostongene_project/image_classification_project/data/processed/train/Impressionism/maurice-prendergast_children-at-the-beach.jpg,2,Impressionism,7,2,7,0.6433542,1.2204978,7,7,0.1288663,-1.7899971
train,/content/bostongene_project/image_classification_project/data/processed/train/Impressionism/maurice-utrillo_church-at-villiers-le-bel.jpg,2,Impressionism,2,7,2,0.9794233,1.5425756,0,0,1.5199184,1.666628
train,/content/bostongene_project/image_classification_project/data/processed/train/Impressionism/maurice-utrillo_place-pigalle.jpg,2,Impressionism,4,6,4,1.9465572,1.8168434,6,6,3.8288682,2.1095805
train,/content/bostongene_project/image_classification_project/data/processed/train/Impressionism/maxime-maufra_belle-ile-en-mer.jpg,2,Impressionism,4,6,4,1.4904495,2.4346454,6,6,0.019296207,1.2340611
train,/content/bostongene_project/image_classification_project/data/processed/train/Impressionism/menez_sem-t-tulo-1987.jpg,2,Impressionism,2,7,2,1.0978897,0.58333176,7,7,4.0320725,-0.599961
train,/content/bostongene_project/image_classification_project/data/processed/train/Impressionism/mikhail-nesterov_small-house-in-ufa-1884.jpg,2,Impressionism,4,6,4,2.3591807,1.359883,6,6,3.3015265,2.2070796
train,/content/bostongene_project/image_classification_project/data/processed/train/Impressionism/mikhail-nesterov_spring-1901.jpg,2,Impressionism,4,7,4,1.5143634,1.4132309,0,0,2.6025085,-1.6645285
train,/content/bostongene_project/image_classification_project/data/processed/train/Impressionism/nassos-daphnis_tree-peony-1941.jpg,2,Impressionism,3,3,3,2.4206161,0.7489081,5,5,1.4312536,-1.3729086
train,/content/bostongene_project/image_classification_project/data/processed/train/Impressionism/nikolay-bogdanov-belsky_reading-a-book.jpg,2,Impressionism,5,3,5,2.4607978,0.12634218,7,7,3.5811143,-1.3201082
train,/content/bostongene_project/image_classification_project/data/processed/train/Impressionism/octav-bancila_r-ncu-ntre-vii.jpg,2,Impressionism,5,7,5,1.7627603,-0.39711407,7,7,2.3424556,-0.22741637
train,/content/bostongene_project/image_classification_project/data/processed/train/Impressionism/panayiotis-tetsis_landscape-2.jpg,2,Impressionism,5,1,5,3.288784,0.058665782,7,7,5.850704,0.74438244
train,/content/bostongene_project/image_classification_project/data/processed/train/Impressionism/panayiotis-tetsis_slain-1955.jpg,2,Impressionism,2,7,2,1.379413,-0.55687374,7,7,3.1684282,-0.39574382
train,/content/bostongene_project/image_classification_project/data/processed/train/Impressionism/paul-cezanne_bathers.jpg,2,Impressionism,6,5,6,-0.54203904,4.2862887,1,1,-2.3635435,2.5746684
train,/content/bostongene_project/image_classification_project/data/processed/train/Impressionism/paul-cezanne_plain-by-mont-sainte-victoire.jpg,2,Impressionism,6,5,6,-0.65335155,4.2986717,1,1,-2.2305763,2.4787614
train,/content/bostongene_project/image_classification_project/data/processed/train/Impressionism/paul-cezanne_still-life-with-apples-1894.jpg,2,Impressionism,5,1,5,1.4437826,-0.120554745,7,7,3.2066996,1.2294661
train,/content/bostongene_project/image_classification_project/data/processed/train/Impressionism/paul-cezanne_still-life-with-bottle-and-apple-basket-1894.jpg,2,Impressionism,2,2,2,0.5596028,0.63428056,7,7,0.4100606,0.99049866
train,/content/bostongene_project/image_classification_project/data/processed/train/Impressionism/paul-cezanne_still-life-with-carafe-sugar-bowl-bottle-pommegranates-and-watermelon.jpg,2,Impressionism,6,5,6,-0.9830206,3.9768891,1,1,-2.1707654,2.7464821
train,/content/bostongene_project/image_classification_project/data/processed/train/Impressionism/paul-cezanne_the-trees-of-jas-de-bouffan-1876.jpg,2,Impressionism,4,3,4,1.9745294,2.0813093,6,6,2.4033368,-1.2356956
train,/content/bostongene_project/image_classification_project/data/processed/train/Impressionism/paul-gauguin_fisherman-and-bathers-on-the-aven-1888.jpg,2,Impressionism,2,7,2,1.9201399,-0.39280778,0,0,3.5534148,0.646724
train,/content/bostongene_project/image_classification_project/data/processed/train/Impressionism/paul-gauguin_fruit-1886.jpg,2,Impressionism,6,5,6,-3.7936542,2.7751827,1,1,-2.1625407,2.7768497
train,/content/bostongene_project/image_classification_project/data/processed/train/Impressionism/paul-gauguin_red-roof-by-the-water-1885.jpg,2,Impressionism,2,7,2,1.6427132,-0.14296898,0,0,2.4474957,-0.6541881
train,/content/bostongene_project/image_classification_project/data/processed/train/Impressionism/paul-gauguin_still-life-with-cherries-1886.jpg,2,Impressionism,2,3,2,1.222069,0.08776751,7,7,3.6555226,-0.9745873
train,/content/bostongene_project/image_classification_project/data/processed/train/Impressionism/paul-gauguin_still-life-with-peaches-1889.jpg,2,Impressionism,5,1,5,2.2427254,-0.014466093,0,0,4.004709,0.6151197
train,/content/bostongene_project/image_classification_project/data/processed/train/Impressionism/paul-gauguin_the-vase-of-nasturtiums-1886.jpg,2,Impressionism,4,1,4,2.0210328,1.0429876,6,6,3.4993768,1.3477031
train,/content/bostongene_project/image_classification_project/data/processed/train/Impressionism/paul-gauguin_view-of-the-beach-at-bellangenai-1889.jpg,2,Impressionism,4,6,4,0.42777634,2.8392534,6,6,1.3395897,1.8959075
train,/content/bostongene_project/image_classification_project/data/processed/train/Impressionism/pierre-auguste-renoir_flowers-in-a-green-vase-dahlilas-and-asters.jpg,2,Impressionism,5,7,5,1.0073643,-1.3127966,7,7,3.6572423,1.1546285
train,/content/bostongene_project/image_classification_project/data/processed/train/Impressionism/pierre-auguste-renoir_landscape.jpg,2,Impressionism,2,2,2,-0.2826818,1.6095343,4,4,-1.074044,1.2450347
train,/content/bostongene_project/image_classification_project/data/processed/train/Impressionism/pierre-auguste-renoir_medlar-trees-cagnes-1908.jpg,2,Impressionism,2,7,2,0.45173883,1.5239383,7,7,1.8529792,0.5388847
train,/content/bostongene_project/image_classification_project/data/processed/train/Impressionism/pierre-bonnard_red-roofs-in-cannet-1942.jpg,2,Impressionism,4,7,4,1.4890703,-0.13782755,0,0,2.3605409,-1.7401971
train,/content/bostongene_project/image_classification_project/data/processed/train/Impressionism/pyotr-konchalovsky_bakhchisarai-khan-s-palace-1930-1.jpg,2,Impressionism,2,7,2,0.09249869,1.0186603,7,7,1.9822584,-0.20751825
train,/content/bostongene_project/image_classification_project/data/processed/train/Impressionism/pyotr-konchalovsky_still-life-the-green-glass-1933.jpg,2,Impressionism,4,7,4,1.4774734,1.6582215,6,6,1.7064832,1.6664981
train,/content/bostongene_project/image_classification_project/data/processed/train/Impressionism/pyotr-konchalovsky_tulips-1908.jpg,2,Impressionism,1,0,1,-1.1031914,2.2042382,4,4,-0.7646479,0.1378438
train,/content/bostongene_project/image_classification_project/data/processed/train/Impressionism/raoul-dufy_the-port-of-martigues.jpg,2,Impressionism,7,3,7,1.3031262,1.4850839,7,7,0.46228382,-1.7709867
train,/content/bostongene_project/image_classification_project/data/processed/train/Impressionism/raoul-dufy_view-of-sainte-adresse.jpg,2,Impressionism,7,3,7,2.620224,0.9543491,5,5,5.7043834,0.5485414
train,/content/bostongene_project/image_classification_project/data/processed/train/Impressionism/robert-julian-onderdonk_road-to-the-hills-1918.jpg,2,Impressionism,7,3,7,1.0946286,1.6864414,7,7,4.184336,-1.2711598
train,/content/bostongene_project/image_classification_project/data/processed/train/Impressionism/robert-julian-onderdonk_snow-near-the-cave-central-park-new-york-1902.jpg,2,Impressionism,7,3,7,-0.5452523,1.7694771,7,7,3.8830743,-1.0227965
train,/content/bostongene_project/image_classification_project/data/processed/train/Impressionism/salvador-dali_bouquet-l-important-c-est-la-rose.jpg,2,Impressionism,2,2,2,-0.32854077,0.83048534,7,7,1.1119932,0.50242364
train,/content/bostongene_project/image_classification_project/data/processed/train/Impressionism/samuel-mutzner_efect-de-nserare-pe-lac.jpg,2,Impressionism,7,2,7,0.5855981,1.5566202,7,7,0.54571,-0.87491435
train,/content/bostongene_project/image_classification_project/data/processed/train/Impressionism/samuel-mutzner_peisaj-din-corsica-ajaccio-1929.jpg,2,Impressionism,4,6,4,1.3621671,2.60348,6,6,1.5488627,2.3109105
train,/content/bostongene_project/image_classification_project/data/processed/train/Impressionism/spyros-papaloukas_arsenal-mount-athos-1935.jpg,2,Impressionism,4,7,4,1.886776,0.122094475,0,0,3.2872014,1.0935401
train,/content/bostongene_project/image_classification_project/data/processed/train/Impressionism/stefan-popescu_the-garden-of-finistere-chapel.jpg,2,Impressionism,2,7,2,1.6514466,0.73735857,0,0,3.0239215,-0.44232026
train,/content/bostongene_project/image_classification_project/data/processed/train/Impressionism/suzanne-valadon_raminou-and-pitcher-with-carnations-1932.jpg,2,Impressionism,2,7,2,1.2316653,-0.34969085,0,0,3.082097,-0.8643055
train,/content/bostongene_project/image_classification_project/data/processed/train/Impressionism/theodor-pallady_narcissus-and-lilies-1920.jpg,2,Impressionism,2,2,2,-0.5815878,0.98727834,7,7,0.43295854,0.49705195
train,/content/bostongene_project/image_classification_project/data/processed/train/Impressionism/thomas-eakins_boy-reclining.jpg,2,Impressionism,5,1,5,3.6492376,-0.24400285,5,5,6.2603736,0.66235757
train,/content/bostongene_project/image_classification_project/data/processed/train/Impressionism/vasile-popescu_table-with-fruits-in-balchik-1938.jpg,2,Impressionism,2,5,2,-0.13382958,2.8515334,7,7,0.39718428,2.056419
train,/content/bostongene_project/image_classification_project/data/processed/train/Impressionism/vilhelms-purvitis_unknown-title.jpg,2,Impressionism,7,7,7,0.7774115,2.2711964,7,7,0.4474594,-0.7984008
train,/content/bostongene_project/image_classification_project/data/processed/train/Impressionism/vincent-van-gogh_a-meadow-in-the-mountains-1889.jpg,2,Impressionism,2,7,2,1.3936399,0.8639022,0,0,2.384668,0.5963683
train,/content/bostongene_project/image_classification_project/data/processed/train/Impressionism/vincent-van-gogh_interior-of-a-restaurant.jpg,2,Impressionism,7,0,7,-0.28912276,2.475093,4,4,-0.9100282,-0.37059253
train,/content/bostongene_project/image_classification_project/data/processed/train/Impressionism/vincent-van-gogh_landscape-in-the-rain-1890.jpg,2,Impressionism,7,2,7,0.19916253,1.5328168,7,7,-0.009424046,-0.3563269
train,/content/bostongene_project/image_classification_project/data/processed/train/Impressionism/vincent-van-gogh_oleanders-the-hospital-garden-at-saint-remy-1889.jpg,2,Impressionism,2,7,2,-0.8511752,0.67854124,7,7,1.7821894,0.7630417
train,/content/bostongene_project/image_classification_project/data/processed/train/Impressionism/vincent-van-gogh_rocky-ground-at-montmajour.jpg,2,Impressionism,1,0,1,-1.2044605,3.652858,4,4,-1.4592974,3.2164793
train,/content/bostongene_project/image_classification_project/data/processed/train/Impressionism/vincent-van-gogh_the-iris-1889.jpg,2,Impressionism,2,7,2,0.8557228,-0.4340921,0,0,2.281131,-1.8575623
train,/content/bostongene_project/image_classification_project/data/processed/train/Impressionism/vincent-van-gogh_the-olive-trees-1888.jpg,2,Impressionism,1,0,1,-0.21998885,3.1516695,4,4,-1.2705336,2.1908138
train,/content/bostongene_project/image_classification_project/data/processed/train/Impressionism/vincent-van-gogh_the-tarascon-diligence-1888.jpg,2,Impressionism,7,3,7,0.41586697,1.7664423,7,7,1.066405,-0.7538885
train,/content/bostongene_project/image_classification_project/data/processed/train/Impressionism/vincent-van-gogh_view-of-saintes-maries-1888.jpg,2,Impressionism,4,6,4,-0.22770879,-1.0294863,6,6,2.362479,1.8337972
train,/content/bostongene_project/image_classification_project/data/processed/train/Impressionism/vincent-van-gogh_wheat-field-with-setting-sun-1888.jpg,2,Impressionism,6,0,6,-0.8579097,3.9782798,1,1,-2.1344764,3.0133855
train,/content/bostongene_project/image_classification_project/data/processed/train/Impressionism/viorel-marginean_unknown-title-2007.jpg,2,Impressionism,7,2,7,-0.26479128,1.2804291,7,7,1.4827014,0.055069357
train,/content/bostongene_project/image_classification_project/data/processed/train/Impressionism/walter-sickert_the-american-1908.jpg,2,Impressionism,5,1,5,3.7067764,-0.58497363,5,5,6.1150775,0.90386486
train,/content/bostongene_project/image_classification_project/data/processed/train/Impressionism/willard-metcalf_ebbing-tide-version-two.jpg,2,Impressionism,4,6,4,1.0273205,2.5850186,6,6,1.8957402,2.1388001
train,/content/bostongene_project/image_classification_project/data/processed/train/Impressionism/william-james-glackens_twenty-three-fifth-avenue-interior-1910.jpg,2,Impressionism,2,7,2,1.5145253,-1.096816,0,0,3.7863643,1.0025821
train,/content/bostongene_project/image_classification_project/data/processed/train/Impressionism/william-merritt-chase_in-washington-park-brooklyn-n-y.jpg,2,Impressionism,2,7,2,-0.57782423,0.8587313,7,7,1.3690586,0.8331605
train,/content/bostongene_project/image_classification_project/data/processed/train/Impressionism/william-merritt-chase_the-common-central-park.jpg,2,Impressionism,4,1,4,2.0771525,0.9967304,5,5,2.703502,-1.8508505
train,/content/bostongene_project/image_classification_project/data/processed/train/Japonism/edgar-degas_seated-woman-combing-her-hair.jpg,3,Japonism,3,4,3,4.253388,-1.5452524,5,5,6.9242067,-0.3353252
train,/content/bostongene_project/image_classification_project/data/processed/train/Japonism/georges-lacombe_cliffs-near-camaret.jpg,3,Japonism,2,7,2,0.07617538,0.1769933,7,7,0.60245806,1.0541477
train,/content/bostongene_project/image_classification_project/data/processed/train/Japonism/georges-lacombe_the-gray-sea.jpg,3,Japonism,2,7,2,1.3619109,-0.26256,0,0,2.3529882,-0.549708
train,/content/bostongene_project/image_classification_project/data/processed/train/Japonism/hiroshige_a-bridge-across-a-deep-gorge.jpg,3,Japonism,7,2,7,-0.50042695,1.6532204,4,4,0.054558273,-0.0470239
train,/content/bostongene_project/image_classification_project/data/processed/train/Japonism/hiroshige_ama-no-hashidate-in-tango-province-1858.jpg,3,Japonism,6,5,6,-1.1513203,4.190199,1,1,-2.5622377,2.6630254
train,/content/bostongene_project/image_classification_project/data/processed/train/Japonism/hiroshige_autumn-flowers-in-front-of-full-moon.jpg,3,Japonism,7,5,7,-0.56569743,2.6363838,4,4,-0.9154285,2.6204765
train,/content/bostongene_project/image_classification_project/data/processed/train/Japonism/hiroshige_cherry-blossom-time-people-picknicking-at-gotenyama-1843.jpg,3,Japonism,1,0,1,-1.8059537,3.075175,4,4,-1.4850843,3.7032025
train,/content/bostongene_project/image_classification_project/data/processed/train/Japonism/hiroshige_chrysanthemums.jpg,3,Japonism,6,5,6,-1.3234415,3.9656694,1,1,-2.2516975,2.9817767
train,/content/bostongene_project/image_classification_project/data/processed/train/Japonism/hiroshige_crane-and-wave-1830.jpg,3,Japonism,7,3,7,0.79978395,1.3812872,7,7,-0.08893304,-1.6112554
train,/content/bostongene_project/image_classification_project/data/processed/train/Japonism/hiroshige_crane-in-waves-1835.jpg,3,Japonism,1,0,1,-2.587321,2.850858,3,3,-0.5353033,4.2495427
train,/content/bostongene_project/image_classification_project/data/processed/train/Japonism/hiroshige_crayfish-and-two-shrimps-1845.jpg,3,Japonism,1,0,1,-1.0158603,3.3236556,4,4,-1.0467818,2.3114848
train,/content/bostongene_project/image_classification_project/data/processed/train/Japonism/hiroshige_eagle-over-100-000-acre-plain-at-susaki-fukagawa-juman-tsubo.jpg,3,Japonism,3,4,3,3.0161436,-0.48682728,5,5,4.3889775,-1.2484612
train,/content/bostongene_project/image_classification_project/data/processed/train/Japonism/hiroshige_evening-snow-on-mount-hira.jpg,3,Japonism,1,0,1,-1.5485182,3.0582979,4,4,-1.5514269,3.4433308
train,/content/bostongene_project/image_classification_project/data/processed/train/Japonism/hiroshige_evening-view-of-a-temple-in-the-hills.jpg,3,Japonism,2,7,2,2.3635437,1.7793243,0,0,2.8460019,0.9799908
train,/content/bostongene_project/image_classification_project/data/processed/train/Japonism/hiroshige_first-cuckoo-of-the-year-at-tsukudajima.jpg,3,Japonism,6,5,6,-1.1951268,3.9689305,1,1,-2.208979,3.0173135
train,/content/bostongene_project/image_classification_project/data/processed/train/Japonism/hiroshige_itsukushima-in-aki-province-1858.jpg,3,Japonism,6,5,6,-1.1366013,4.1493006,1,1,-2.5446622,2.5400157
train,/content/bostongene_project/image_classification_project/data/processed/train/Japonism/hiroshige_matsushima-in-oshu-province.jpg,3,Japonism,6,5,6,-1.1323618,4.14063,1,1,-2.4240997,2.4065318
train,/content/bostongene_project/image_classification_project/data/processed/train/Japonism/hiroshige_reeds-in-the-snow-with-a-wild-duck.jpg,3,Japonism,7,2,7,-0.20342886,1.3284241,7,7,-0.09039108,-0.18732102
train,/content/bostongene_project/image_classification_project/data/processed/train/Japonism/hiroshige_the-pine-grove-at-mio-in-suruga-province.jpg,3,Japonism,0,5,0,-3.1423054,2.5356855,3,3,-0.30943128,4.091334
train,/content/bostongene_project/image_classification_project/data/processed/train/Japonism/ito-jakuchu_cactus-and-roosters-1789.jpg,3,Japonism,3,4,3,4.245039,0.0996859,5,5,7.5659227,2.175024
train,/content/bostongene_project/image_classification_project/data/processed/train/Japonism/ito-jakuchu_octopus-and-fish-1760.jpg,3,Japonism,2,2,2,-0.71134895,0.8407664,4,4,0.8447848,0.91150403
train,/content/bostongene_project/image_classification_project/data/processed/train/Japonism/ito-jakuchu_old-pine-tree-and-peacock-1761.jpg,3,Japonism,3,1,3,3.6222537,-0.5039528,5,5,6.441581,0.3078559
train,/content/bostongene_project/image_classification_project/data/processed/train/Japonism/ito-jakuchu_one-hundred-dogs-1799.jpg,3,Japonism,2,2,2,-0.56301486,1.0984719,4,4,0.58565265,0.79567546
